DATE,TOTALDEMAND,PRICECATEGORY,min_temp,max_temp,rain,evap,sun,dir_max_wind,speed_max_wind,time_max_wind,9am_temp,9am_humid,9am_cloud,9am_wind_dir,9am_wind_speed,9am_press,3pm_temp,3pm_humid,3pm_cloud,3pm_wind_dir,3pm_wind_speed,3pm_press
23/01/2021,6220.45,MEDIUM,14.7,26.7,0,7.4,11.6,180,30,14:42,18.3,72,2,-1,0,1013.1,22.7,63,0,225,13,1010.9
23/02/2021,5213.07,LOW,13.1,19.2,0,7.2,8.5,157.5,43,5:09,16.4,49,6,157.5,15,1018.7,18.2,45,4,202.5,17,1019.4
23/03/2021,5618.16,EXTREME,17.6,22,13.8,0.6,0.6,202.5,30,14:29,17.8,100,7,157.5,4,1007.6,21,78,7,202.5,11,1002.5
23/04/2021,6154.8,EXTREME,12.1,17.3,0.4,3,2,247.5,31,9:24,14.7,66,7,270,11,1018.6,16.4,51,7,247.5,9,1018.5
23/05/2021,5999.22,EXTREME,6.1,20.2,0,3.4,8.8,337.5,24,13:50,8.7,78,3,22.5,11,1027.4,20.1,42,3,22.5,13,1024.9
23/06/2021,7077.89,HIGH,5.6,15.3,0,2.7,2.1,0,46,10:33,13.9,63,8,0,9,1019.4,14.8,67,7,0,17,1012.5
23/07/2021,7329.83,EXTREME,7.8,11.3,0,0.6,1.5,0,31,1:36,8.2,80,7,0,7,1006.8,10.9,64,7,0,13,1003.6
23/08/2021,6708.96,HIGH,10.8,14.3,0.8,7,5.4,315,50,0:12,11.2,67,3,247.5,11,1011.1,11.7,54,5,247.5,9,1012.2
24/01/2021,8050.72,HIGH,16.1,37.8,0,8.8,8.1,202.5,17,14:58,22.5,67,1,67.5,6,1010.9,33.6,37,7,202.5,6,1007
24/02/2021,5459.82,LOW,13,20.2,0,5,9.9,180,35,13:42,15.3,55,7,112.5,9,1020.5,18.5,53,7,202.5,19,1017.8
24/03/2021,5549.13,MEDIUM,17,20.3,0.6,2.2,1.7,180,33,13:40,17.5,100,7,270,4,999.9,19.3,85,7,180,17,999.7
24/04/2021,5763.75,HIGH,13.1,18.3,0,3.2,1.8,315,30,13:06,15.1,56,7,337.5,15,1023.2,17.3,58,7,157.5,2,1021.8
24/05/2021,6354.64,MEDIUM,6.8,19.9,0,2.6,4.8,45,31,12:40,10.7,73,7,45,9,1027.4,18.4,47,6,0,13,1023.4
24/06/2021,6787.77,EXTREME,9.8,16.7,0,1,5.2,0,41,12:07,12.6,85,1,0,6,1007.2,15.3,54,7,0,17,1004.9
24/07/2021,6492.94,HIGH,7.5,14.4,0,1.4,3.4,337.5,48,14:46,9.5,78,7,0,19,998.2,13.9,53,5,337.5,19,995.3
24/08/2021,6717.65,HIGH,6.4,13.1,10.4,4,6.2,180,39,9:38,10.8,53,7,157.5,17,1021.5,11.7,55,6,180,17,1021.6
25/01/2021,8196.83,HIGH,22.2,39.2,0,13.8,3.5,270,54,15:37,30.9,25,5,0,13,1001.3,26.6,47,7,247.5,11,999.6
25/02/2021,5504.37,LOW,11.3,24.3,0,5.8,8.7,202.5,39,19:08,13.4,72,7,90,4,1012.8,23.4,37,2,270,11,1009.1
25/03/2021,5385.08,HIGH,15.5,21.1,4.6,2.8,3.1,292.5,31,4:55,15.7,87,7,270,9,1005.3,19.8,52,7,292.5,13,1006.4
25/04/2021,5835.47,HIGH,9.9,17.8,2.6,1.2,3.6,202.5,24,19:10,12.8,83,6,0,2,1027,16,70,7,202.5,4,1025.2
25/05/2021,6347.45,HIGH,10.6,20.9,0,5.6,3.2,0,57,12:48,18.4,50,6,22.5,20,1015.3,15.5,76,8,0,22,1009.6
25/06/2021,6855.19,HIGH,10.6,13.2,0.6,2.4,0.3,0,37,0:05,11,88,7,0,13,1010.3,12.6,94,7,-1,0,1011.1
25/07/2021,6817.65,HIGH,5.8,13,0.8,3.6,7.2,337.5,48,14:35,8.1,60,1,315,19,1003.6,12.5,47,7,315,13,1004.8
25/08/2021,6736.8,EXTREME,8,14.1,2.2,1.2,5.4,180,37,16:26,12.1,73,3,157.5,15,1023.3,13.4,59,6,202.5,17,1021.8
26/01/2021,5035.74,MEDIUM,17.7,19.3,10.6,8.6,0.1,202.5,35,13:20,17.7,100,8,202.5,13,1002.3,18.3,71,8,202.5,17,1006.2
26/02/2021,5401.33,MEDIUM,13.3,19.7,0.4,7,6.3,202.5,33,14:18,14.7,64,7,247.5,7,1014.5,18.6,49,5,180,17,1014.1
26/03/2021,5651.13,MEDIUM,11.2,22,0.2,2.8,6.5,0,33,12:05,13.3,77,1,45,9,1013.7,20.4,46,7,337.5,17,1011
26/04/2021,6436.32,EXTREME,10.9,17.9,1.2,2.2,0.8,202.5,20,10:50,13.6,83,7,225,6,1027.9,16.1,68,7,180,9,1027.1
26/05/2021,6801.36,EXTREME,11.9,14.7,5,3.4,1.4,292.5,39,5:45,13.1,60,7,292.5,11,1016.9,13.9,53,7,270,11,1019.7
26/06/2021,6404.33,HIGH,10,13.4,5.6,0.2,4.6,337.5,28,22:26,10.5,79,3,270,9,1019.9,12.4,56,3,247.5,9,1020.1
26/07/2021,6763.92,HIGH,8.1,16.4,0,1,2.9,337.5,43,10:41,12.4,75,7,0,13,1010.9,15.8,62,7,337.5,20,1009.7
26/08/2021,7126.76,EXTREME,5.5,12.9,1.2,2.4,1,135,31,12:54,9.2,82,7,-1,0,1022.7,12.2,55,7,157.5,13,1020.3
27/01/2021,5221.53,LOW,14.3,25.8,0.4,3.6,11.1,112.5,43,19:43,15.5,52,7,157.5,15,1016.5,23.4,37,1,157.5,19,1014.8
27/02/2021,4836.05,MEDIUM,11.3,18.6,0,6,1,202.5,20,17:50,13.5,71,7,22.5,6,1013.4,17.8,62,7,202.5,9,1012.8
27/03/2021,4860.61,MEDIUM,13.2,21.3,3.4,3.8,4.1,315,31,14:21,14.9,88,7,337.5,7,1010.8,19.9,44,2,292.5,7,1010.6
27/04/2021,6487.76,EXTREME,11.8,16.6,0.6,2,0.9,270,19,8:57,13.4,87,7,247.5,9,1029.5,16.3,73,7,202.5,11,1026.7
27/05/2021,6551,HIGH,9.8,15,0.4,1.6,0.6,270,33,14:15,11.3,94,7,202.5,4,1025.9,14.2,73,7,247.5,11,1025.3
27/06/2021,6381.64,HIGH,9.7,15.3,0,2.4,4.9,337.5,26,1:43,10.9,81,5,0,11,1025.9,13.6,75,5,202.5,9,1027
27/07/2021,6646.82,HIGH,10.1,17.1,0,3.4,4.3,0,67,21:40,11.1,67,2,0,19,1011.1,16.4,48,7,0,26,1003.7
27/08/2021,6769.89,EXTREME,4.6,13.6,0,1.2,3.8,202.5,15,12:18,7.7,88,7,-1,0,1020,12.8,65,7,157.5,7,1017.4
28/01/2021,5398.66,LOW,15.4,25.5,0,8,1.1,135,20,23:06,20.5,58,7,157.5,4,1017.3,24.8,53,8,135,7,1015.1
28/02/2021,5197.76,LOW,10.6,26.7,0,2.4,9.2,225,26,22:57,14,77,0,22.5,7,1013.4,26.1,38,5,225,9,1010
28/03/2021,5019.74,MEDIUM,12.4,20.2,0,4.4,3.9,202.5,24,11:10,14.2,76,6,337.5,7,1018.8,18.3,55,7,202.5,9,1018.6
28/04/2021,6461.27,EXTREME,7.4,16.9,0.4,3,9.5,202.5,22,15:03,12.3,87,1,-1,0,1026.4,14.8,70,5,180,13,1023.9
28/05/2021,6887.79,EXTREME,11,13.8,0.4,0.4,0.5,180,39,7:07,12.2,60,7,180,15,1031.8,12.7,59,7,180,11,1032.4
28/06/2021,7214.06,EXTREME,6.4,15.1,0,1.4,9,337.5,24,12:27,7.8,97,1,22.5,7,1032.8,14.6,53,1,22.5,9,1031
28/07/2021,7125.58,HIGH,11.1,16.8,0,5.4,4.7,337.5,50,5:28,14.3,70,6,0,13,998.2,12,65,7,292.5,11,998.4
28/08/2021,5716.32,MEDIUM,5.3,17.8,0,1.6,9.6,0,39,13:14,9.1,80,1,0,7,1018.6,17.4,31,3,337.5,24,1013.5
29/01/2021,5737.11,MEDIUM,18.9,21.6,3.6,4.8,0.1,0,31,13:00,18.9,92,8,22.5,6,1011.9,20.1,92,8,0,13,1009.1
29/03/2021,5536.91,MEDIUM,13.8,18.2,1,2.8,8,202.5,35,14:21,15.4,73,7,202.5,11,1024,17.4,55,7,180,15,1024.7
29/04/2021,6405.5,EXTREME,8.2,18.4,0,2.2,9.9,202.5,17,13:44,12,83,1,-1,0,1025.1,17.5,66,2,202.5,9,1022.9
29/05/2021,6441.38,EXTREME,10.4,13.1,0,2,4.1,157.5,26,14:41,11.3,58,7,157.5,6,1034.2,12.7,55,5,180,13,1032.3
29/06/2021,6950.26,HIGH,4.2,16.7,0,2.2,8.8,337.5,43,14:12,6.8,88,1,45,2,1032.5,16.2,55,2,0,19,1029.4
29/07/2021,6990.16,EXTREME,6.7,15.4,0.8,3.4,7.8,337.5,41,14:41,8.7,67,6,337.5,19,1013.5,14.9,52,1,337.5,17,1013.5
29/08/2021,6227.89,EXTREME,9.1,16.2,0.6,6.4,4.3,22.5,33,1:50,10.6,79,7,0,13,1011.4,12.8,84,7,180,6,1010.4
3/01/2021,4503.31,LOW,17,26.2,12.6,4.8,7.1,247.5,33,17:55,18.3,100,8,247.5,4,1007.7,23.5,59,4,202.5,2,1005.2
3/02/2021,5344.15,LOW,13.7,25.9,0,5.4,13.1,135,33,16:58,16.5,66,5,157.5,11,1016.5,24.1,44,2,135,7,1011.1
3/03/2021,5526.41,MEDIUM,14.2,17.7,0,4.4,2.1,202.5,33,14:42,15.2,62,7,157.5,11,1020,17.3,54,7,180,13,1019.8
3/04/2021,5723.27,MEDIUM,15.1,31.6,0,4.4,10.9,0,37,11:45,21.9,55,0,337.5,17,1022.3,30.5,32,0,0,19,1018.3
3/05/2021,6183,MEDIUM,12.5,18.2,0.2,6.8,0.8,180,28,18:35,15,80,7,225,7,1019.6,17,74,7,202.5,9,1017.6
3/06/2021,6421.12,EXTREME,10.4,16.9,0.2,3.4,7.5,0,24,1:09,12.2,93,2,45,7,1015.1,16.7,62,5,202.5,9,1012.9
3/07/2021,6972.85,MEDIUM,6.6,10.6,6.6,2.8,4.5,0,43,13:45,7.9,75,5,0,19,1016.3,9.8,63,5,337.5,22,1014.9
3/08/2021,7197.61,MEDIUM,8.7,14.5,4.8,2.6,4.1,337.5,35,12:23,10.6,77,2,0,9,1008.1,13.3,53,6,292.5,15,1007.7
30/01/2021,4742.37,LOW,16.7,21.9,43.2,3.6,4.5,180,33,16:34,17.9,74,5,247.5,7,1012.4,19.7,71,6,180,20,1013.3
30/03/2021,5826.39,HIGH,9.8,18.9,0,3.6,10.2,202.5,26,13:08,11.5,84,7,45,2,1027.1,18.5,60,1,202.5,11,1025.7
30/04/2021,5887.34,MEDIUM,9.5,24.4,0,0,10.2,0,30,12:05,12.5,83,1,22.5,13,1027,23.9,32,0,0,15,1024
30/05/2021,6783.18,EXTREME,1.7,14.5,0,2.4,8.9,22.5,17,23:16,3,94,1,22.5,9,1031.5,14.1,48,4,45,4,1028.8
30/06/2021,6648.79,HIGH,5.5,16.9,0,1.2,6.8,0,39,14:04,11.3,79,1,22.5,9,1026.8,16.8,57,1,0,19,1022.6
30/07/2021,6684.48,HIGH,8,14.9,0,2.6,6.4,0,61,22:32,9.9,59,1,22.5,19,1015.1,13.6,49,7,0,26,1011
30/08/2021,6072.91,HIGH,6.4,17.6,4,1.4,7.4,337.5,50,14:04,11.1,70,7,0,15,1016.1,16.8,45,1,337.5,28,1013.2
31/01/2021,4709.83,LOW,16.4,21.8,0,4,10.3,180,39,16:39,17.8,55,7,135,13,1018.6,19.9,55,1,202.5,19,1017.2
31/03/2021,5769.1,MEDIUM,11.4,22.8,0,3.2,8.9,180,19,15:44,15.3,77,7,-1,0,1026.6,21,58,1,180,7,1023.7
31/05/2021,7042.12,HIGH,3,16.1,0,2.2,9.1,22.5,31,15:39,5.7,76,0,22.5,11,1025.2,15.7,48,2,22.5,17,1021.6
31/07/2021,6018.75,HIGH,9.9,18.1,0,7,6.3,0,54,1:23,13.1,54,1,0,20,1006.1,17.1,48,6,0,22,1002
31/08/2021,5779.56,MEDIUM,11,20.1,0,5.8,3.6,0,61,16:29,13.5,53,7,0,17,1013.8,19.4,43,6,0,30,1012.2
4/01/2021,4764.18,LOW,16,18.6,2.6,3.8,0,157.5,41,16:03,16.2,98,8,157.5,11,1010,18.2,82,8,202.5,17,1011
4/02/2021,6015.71,LOW,13.5,30.6,0,6.6,4.1,337.5,43,12:58,17.3,72,7,45,7,1005.5,29.2,32,7,0,28,1002.7
4/03/2021,5528.66,LOW,13.6,21.4,0,4,2.6,247.5,35,22:37,15.3,60,7,247.5,11,1017.2,19,60,7,202.5,7,1015.3
4/04/2021,5014.06,MEDIUM,15.2,24.5,0,8.6,10.1,180,35,14:18,22.9,50,0,337.5,11,1018.5,20,72,1,180,15,1018
4/05/2021,6663.33,HIGH,9.4,15.5,30.8,4.6,0.1,180,39,14:46,12,100,7,-1,0,1019.9,14.4,78,8,180,19,1021.5
4/06/2021,6934.53,EXTREME,10,13.6,2,1.2,2,180,37,15:23,10.9,81,3,225,7,1017,11.9,66,7,270,7,1018.5
4/07/2021,6849.08,HIGH,6.5,13.1,0.2,1.2,3.5,337.5,46,14:32,7.7,79,3,0,20,1016.4,12.2,67,7,315,17,1015.3
4/08/2021,6831.32,HIGH,7.8,14.5,0.6,1.8,3.4,247.5,31,12:09,10.2,78,7,270,11,1016,14.3,67,7,270,9,1015.5
5/01/2021,4800.64,LOW,15.9,19.1,11.2,1,0,157.5,35,11:02,17.2,96,8,157.5,13,1012.5,18.2,82,8,157.5,19,1013.3
5/02/2021,5852.98,LOW,17.3,29.8,0.4,7.8,8.9,337.5,52,10:27,24.1,62,7,22.5,19,1000.5,25.9,63,7,22.5,24,997.5
5/03/2021,5319.54,LOW,15,18,1.4,4.4,3.6,180,35,0:36,15.8,55,7,180,13,1015.1,17.1,53,7,202.5,20,1015.7
5/04/2021,5078.44,MEDIUM,16,19,0,5.8,8.1,202.5,30,15:38,16.9,58,7,157.5,9,1022.7,18.1,58,3,202.5,17,1021.5
5/05/2021,6389.08,MEDIUM,7.2,17.3,0,0.8,9.1,202.5,30,12:37,12.2,83,1,-1,0,1026,17,52,5,202.5,9,1023.4
5/06/2021,6484.85,HIGH,3.8,12.9,0,1.4,3.5,0,52,14:43,6.7,74,7,0,11,1021.4,12,57,7,0,26,1017.6
5/07/2021,7629.77,EXTREME,4.6,13.1,0.4,1.6,1.9,202.5,22,12:47,6.8,82,7,45,9,1022.7,12.7,66,7,225,7,1021.5
5/08/2021,6416.19,MEDIUM,9.8,15.8,0.4,1.6,3.9,292.5,31,14:49,11.8,80,7,292.5,11,1021.7,15.2,63,7,270,15,1020.1
6/01/2021,4691.13,LOW,13.7,19.2,1.2,1,3.2,180,35,14:56,15.2,72,7,180,11,1020,18.1,63,7,202.5,17,1020
6/02/2021,4636.36,LOW,16.9,25.4,1.6,9,9.5,315,39,11:44,18.6,59,7,0,17,998.5,23.7,45,7,315,11,999.5
6/03/2021,4839.75,LOW,14.2,19.4,0,5.6,10,180,33,17:07,15.2,57,7,135,9,1014.8,18.3,58,2,180,17,1014.1
6/04/2021,5573.79,MEDIUM,12.8,20.2,0,4,4.4,202.5,26,12:38,16.2,64,7,135,9,1023.7,19.6,59,6,202.5,11,1021.5
6/05/2021,6342.41,EXTREME,7.6,22.2,0,2,8.4,157.5,19,0:01,10.8,83,1,45,6,1021.6,21.6,56,1,292.5,2,1016.8
6/06/2021,6192.29,EXTREME,6.7,14.7,0,2.6,4.2,0,39,12:17,11,81,7,0,17,1022.2,13.6,73,5,0,17,1019.9
6/07/2021,7281.69,EXTREME,6.7,13.2,0,1,0.6,315,20,3:16,8.7,74,7,0,9,1023.4,12.9,55,7,337.5,11,1022.2
6/08/2021,6650.37,HIGH,10.7,14.2,0.2,2.2,0.6,337.5,28,20:22,12.1,74,7,292.5,9,1024.5,13.9,60,8,315,13,1023.1
7/01/2021,4994.78,LOW,14.7,25.7,0,3.6,12.1,157.5,44,13:21,18.6,70,4,157.5,13,1023.9,24.3,46,4,157.5,20,1022
7/02/2021,4573.98,LOW,14.7,19.2,1.8,5.6,2,202.5,37,11:23,15.5,89,7,270,7,1011.5,17.4,69,7,180,17,1013.7
7/03/2021,5044.14,MEDIUM,11.3,28.5,0,6,7.9,0,26,12:20,13.7,82,6,45,7,1012,27.2,29,6,180,7,1008.2
7/04/2021,5876.07,HIGH,14.9,23,0,3.2,4.9,202.5,20,16:55,15.8,82,8,-1,0,1020.2,21.6,61,1,202.5,9,1015.8
7/05/2021,5957.64,EXTREME,10.5,21.5,0.2,2.4,3.6,45,15,6:35,13.9,91,4,0,7,1014.8,20.2,37,6,-1,0,1011.3
7/06/2021,6614.71,HIGH,10.7,17.2,0,1,2.6,0,59,14:39,12.5,73,7,0,22,1016.7,16.5,55,7,0,28,1009.3
7/07/2021,7349.58,EXTREME,6.8,13.1,0,0.8,2.2,0,16,12:43,7.8,74,6,45,9,1026,12,49,7,315,6,1023.8
7/08/2021,6419.69,EXTREME,10.5,15.5,0,1.6,2.4,315,30,6:10,11.2,75,7,315,11,1026.9,13.2,75,7,202.5,11,1026.4
8/01/2021,5365.19,MEDIUM,12.7,24.3,0,9.8,13.1,202.5,31,15:04,18.6,59,1,45,6,1024.8,23.1,53,1,202.5,11,1022.2
8/02/2021,5047.36,LOW,15,19.2,0.4,4,1.7,225,35,13:14,15.9,59,7,157.5,13,1017.5,18.5,60,7,180,17,1017.6
8/03/2021,5266.54,MEDIUM,13.7,19.6,0.2,6,0,202.5,31,16:30,17.4,88,8,247.5,6,1010.4,17.5,79,8,202.5,4,1010.3
8/04/2021,5978.02,MEDIUM,15.4,29.3,0,4.6,4.9,337.5,43,14:36,20.5,73,1,0,9,1011,28.9,25,7,337.5,17,1005
8/05/2021,5517.34,HIGH,9.9,19.8,0,2.8,5.1,225,24,16:55,15.1,76,2,270,4,1013.9,17.3,69,7,202.5,6,1013.4
8/06/2021,7228.52,EXTREME,9.3,13.2,3,4.8,2.3,0,48,0:39,9.3,89,7,22.5,9,1005,11.1,72,7,270,11,1004.8
8/07/2021,7685.69,EXTREME,3.9,12.7,0,1.8,8.3,45,24,12:43,6.8,70,2,45,1,1021.5,12,55,6,45,9,1019.4
8/08/2021,6477.76,EXTREME,5.8,16.4,0.6,1.2,5.5,0,17,8:51,7.2,100,1,0,11,1032.6,14.6,58,7,180,6,1029.3
9/01/2021,5863.37,MEDIUM,14.2,27.9,0,7,12.9,337.5,30,9:46,19.7,69,1,22.5,11,1022,24.4,59,2,202.5,11,1019.3
9/02/2021,5511.16,MEDIUM,12,25.2,0,4,12.7,202.5,28,14:00,16.9,71,4,157.5,11,1018.4,23.3,50,1,202.5,13,1014.5
9/03/2021,5527.62,MEDIUM,13.5,19.6,5.4,0.2,6.9,157.5,33,14:44,14.2,93,7,247.5,6,1017,18.5,63,4,180,15,1018
9/04/2021,5688.63,MEDIUM,13.8,17.3,6.2,6.4,7.9,180,35,3:11,15.2,59,5,270,13,1010,15.7,62,6,180,17,1009.6
9/05/2021,5222.89,MEDIUM,11,20.5,0.4,0,7.1,315,28,13:06,13.7,97,6,-1,0,1018.4,19.5,45,3,292.5,6,1014.9
9/06/2021,7224.91,MEDIUM,7.8,14.7,4,1.6,0.5,180,67,23:47,9.7,83,7,202.5,4,1010.7,12.3,86,8,180,20,1008.8
9/07/2021,7536.11,EXTREME,2,12,0,1,9,22.5,15,10:29,4.6,92,4,45,4,1017.9,11,67,2,202.5,7,1015.7
9/08/2021,6675.69,HIGH,7.1,16.4,0,2.8,2.7,0,30,13:56,9.1,82,7,22.5,9,1028.1,15.1,60,6,337.5,19,1023.3
